title,location,bedrooms,bathrooms,garage,price,size,listing_type,source,price_per_sqm,total_rooms,size_category,prop_apartment,prop_house,prop_other,property_type
Fully Furnished 3BR Apartment | High Floor | Payment Plan | Marriott,"Muscat - Other, Muscat•",3.0,4.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,7.0,Small,True,False,False,apartment
Fully Furnished | Big Luxury Layout | Easy Payment Plan | Marriott,"Muscat - Other, Muscat•",1.0,2.0,2.0,137260.0,75.30531374,For Sale,dubizzle,1822.7133409722649,3.0,Tiny,False,False,True,other
Felixible Payment Plan | 20% Down Payment | Fully Furnished | Marriott,"Muscat - Other, Muscat•",1.0,2.0,2.0,128230.0,69.31585733,For Sale,dubizzle,1849.9374448983679,3.0,Tiny,False,False,True,other
Luxurious 2BR Layout | Freehold | Payment Plan | Telal Al Qurum,"Qurum, Muscat•",2.0,2.0,2.0,66000.0,8.268367,For Sale,dubizzle,7982.229139079095,4.0,Tiny,False,False,True,other
Freehold 2BR Apartment | Felixible Payment Plan | Telal Al Qurum,"Qurum, Muscat•",2.0,2.0,2.0,68032.0,8.268367,For Sale,dubizzle,8227.985042270137,4.0,Tiny,True,False,False,apartment
للبيـــــــــــــع أرض سكني تجاري  بوشر – بجانب جامع محمد الأمين,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
2 BR Stunning Apartment | Hawana Salalah with Residency Options,"Salalah, Dhofar•",2.0,2.0,2.0,85000.0,11.16229545,For Sale,dubizzle,7614.921176450315,4.0,Tiny,True,False,False,apartment
"1 BR Luxurious Apartment in The Great Escape, AIDA by DarGlobal","Yiti, Muscat•",2.0,2.0,2.0,90018.0,8.639979,For Sale,dubizzle,10418.775323412245,4.0,Tiny,True,False,False,apartment
3 + 1 BR Freehold Modern Villa – Sultan Haitham City,"Al Maabilah, Muscat•",3.0,5.0,2.0,201300.0,36.7245559,For Sale,dubizzle,5481.346065780472,8.0,Tiny,False,True,False,house
"Own Two Villas – Live in One, Rent the Other","The Wave (Almouj), Muscat•",4.0,4.0,2.0,205000.0,16.27474754,For Sale,dubizzle,12596.201538374216,8.0,Tiny,False,True,False,house
"Iconic Views – Lake, Golf & Sea in One Frame","The Wave (Almouj), Muscat•",1.0,2.0,2.0,165000.0,7.77783916,For Sale,dubizzle,21214.11829246415,3.0,Tiny,False,False,True,other
FOR SALE – Luxury Apartment in Muscat Hills | Pearl of Muscat – First,"Muscat Hills, Muscat•",2.0,2.0,2.0,84600.0,8.825785,For Sale,dubizzle,9585.549614000342,4.0,Tiny,True,False,False,apartment
شقة بموقع مميز فى المعبيلة الجنوبية قريب نيستو,"Al Maabilah, Muscat•",2.0,2.0,2.0,24000.0,8.454173,For Sale,dubizzle,2838.8347387733843,4.0,Tiny,False,False,True,other
Charming 2+1 Bedroom Farmhouse for Sale in Jebel Sifah,"Al Sifah, Muscat•",2.0,2.0,2.0,165000.0,83.241088,For Sale,dubizzle,1982.194177952119,4.0,Tiny,False,True,False,house
Two-Storey Townhouse with Private Garden for Sale in Jebel Sifah,"Al Sifah, Muscat•",1.0,1.0,2.0,80000.0,6.689016,For Sale,dubizzle,11959.905612424907,2.0,Tiny,False,True,False,house
Two-Storey Townhouse with Private Garden for Sale in Jebel Sifah,"Al Sifah, Muscat•",1.0,1.0,2.0,75000.0,7.153531,For Sale,dubizzle,10484.332842060794,2.0,Tiny,False,True,False,house
Studio for Sale in Sultan Haitham City,"Al Seeb, Muscat•",3.0,1.0,2.0,41000.0,4.366441,For Sale,dubizzle,9389.798236137853,4.0,Tiny,True,False,False,apartment
Luxury Apartment for Sale in Hawana Salalah | شقة للبيع في هوانا صلالة,"Salalah, Dhofar•",3.0,3.0,2.0,144000.0,18.1625365,For Sale,dubizzle,7928.408017239221,6.0,Tiny,True,False,False,apartment
"Exclusive Luxury Townhouse with Spectacular Lake View, Hawana Salalah","Salalah, Dhofar•",1.0,1.0,2.0,64000.0,7.246434,For Sale,dubizzle,8831.930298406085,2.0,Tiny,False,True,False,house
1Bedroom Apartment with Golf View for sale in jebel sifah,"Al Sifah, Muscat•",1.0,1.0,2.0,61000.0,5.945792,For Sale,dubizzle,10259.35653315824,2.0,Tiny,True,False,False,apartment
3Bedroom Farmhouse with Private Pool for Sale in Jebel Sifah,"Al Sifah, Muscat•",3.0,3.0,2.0,220000.0,16.443831,For Sale,dubizzle,13378.877464746507,6.0,Tiny,False,True,False,house
Luxury Furnished 2-Bedroom Apartment with Sea View for Sale in Al Mouj,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,225000.0,14.585771,For Sale,dubizzle,15425.992907745502,4.0,Tiny,True,False,False,apartment
Furnished 2-Bedroom Apartment for Sale in Muscat Hills,"Ghala, Muscat•",2.0,2.0,2.0,88000.0,12.913517,For Sale,dubizzle,6814.564924489587,4.0,Tiny,True,False,False,apartment
3+1Apartment for Sale in Jebel Sifah | شقة بثلاث غرف للبيع في جبل سيفة,"Al Sifah, Muscat•",3.0,3.0,2.0,135000.0,14.585771,For Sale,dubizzle,9255.5957446473,6.0,Tiny,True,False,False,apartment
Sea View 2+1 Bedrooms in Jebel Sifah شقة 2 غرف إطلالة بحرية، جبل سيفة,"Al Sifah, Muscat•",2.0,2.0,2.0,95000.0,11.519972,For Sale,dubizzle,8246.5478214704,4.0,Tiny,False,False,True,other
1 BR Fully Furnished Freehold Apartment in Sifah For Sale,"Al Sifah, Muscat•",1.0,1.0,2.0,59000.0,7.618046,For Sale,dubizzle,7744.768146582471,2.0,Tiny,True,False,False,apartment
Amazing Offer 50 SQM Furnished Freehold Studio Apartment in Wadi Zaha,"Al Maabilah, Muscat•",3.0,1.0,2.0,42000.0,4.64515,For Sale,dubizzle,9041.68864299323,4.0,Tiny,True,False,False,apartment
"Townhouse for Sale, Sultan Haitham City","Sultan Haitham City, Muscat•",3.0,3.0,2.0,111700.0,18.023182,For Sale,dubizzle,6197.573769160185,6.0,Tiny,False,True,False,house
"Corner Townhouse For Sale, Sultan Haitham City","Sultan Haitham City, Muscat•",3.0,3.0,2.0,116500.0,18.023182,For Sale,dubizzle,6463.897440529648,6.0,Tiny,False,True,False,house
فيلا للبيع هوانا صلاله - hawana salalah villa for sale,"Salalah, Dhofar•",1.0,2.0,2.0,104525.0,7.3393369999999996,For Sale,dubizzle,14241.749629428381,3.0,Tiny,False,True,False,house
3 bedrooms twonhousei   Murooj lane for sale in Almouj muscat,"The Wave (Almouj), Muscat•",3.0,3.0,2.0,195000.0,18.766406,For Sale,dubizzle,10390.908093963224,6.0,Tiny,False,True,False,house
"Absolutely stunning 2+1 BHK apartment for sale at Al Mouj, Muscat!","The Wave (Almouj), Muscat•",3.0,3.0,2.0,180000.0,19.31639176,For Sale,dubizzle,9318.510529111365,6.0,Tiny,True,False,False,apartment
Offices for Sale - luxury brand new offices in pavillion muscat hills,"Muscat Hills, Muscat•",3.0,3.0,2.0,63000.0,5.852889,For Sale,dubizzle,10763.915051182415,6.0,Tiny,False,False,True,other
Brand new villas for sale in Qurum 29,"Qurum, Muscat•",4.0,5.0,2.0,170000.0,21.36769,For Sale,dubizzle,7955.937211743525,9.0,Tiny,False,True,False,house
One Bedroom Apartment in Golf Links Project – in Al Mouj Muscat,"The Wave (Almouj), Muscat•",1.0,1.0,2.0,95500.0,7.9311291100000005,For Sale,dubizzle,12041.160681596823,2.0,Tiny,True,False,False,apartment
للبيع 3 قطع أراضٍ شبك – بوشر المنى – موقع مميز,"Bosher, Muscat•",3.0,3.0,2.0,230.0,125.00098650000001,For Sale,dubizzle,1.8399854788346008,6.0,Small,False,False,True,other
فرصة استثمارية مميزة – أرض سكنية أول خط في بوشر المنى,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
مرتفعات القرم 32 – أرض سكنية على شارع فهود وموقع مرتفع مطل,"Qurum, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
Exclusive Opportunity – Penthouse 2-Bedroom Apartment in Al Mouj,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,200000.0,14.613641900000001,For Sale,dubizzle,13685.842404554884,4.0,Tiny,False,True,False,house
للبيع – أرض صناعية في الرسيل,"Al Rusayl, Muscat•",3.0,3.0,2.0,83000.0,102.657815,For Sale,dubizzle,808.51126628791,6.0,Small,False,False,True,other
فرصة ذهبية – أرض سكني تجاري كورنر في محمد الأمين بوشر,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,48.30956,For Sale,dubizzle,6045.904785719431,6.0,Tiny,False,False,True,other
فرصة أرض سكني تجاري مقابل منتزه بحيرة الغبرة وبالقرب من فندق شيدي مسقط,"Al Ghubrah, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
فلة للبیع | اطلالة ملعب جلف | تقسیط | تملک حر |4طوابق,"The Wave (Almouj), Muscat•",4.0,5.0,2.0,292075.0,29.171542,For Sale,dubizzle,10012.326396732817,9.0,Tiny,False,False,True,other
فلة للبیع | تقسیط | 5 غرف نوم | اطلالة البحیرة | تملک حر,"The Wave (Almouj), Muscat•",5.0,6.0,2.0,292075.0,94.76106,For Sale,dubizzle,3082.225969190298,11.0,Tiny,False,False,True,other
Exclusive Investment Opportunity|Freehold Ownership|Permanent Residenc,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,128000.0,7.710949,For Sale,dubizzle,16599.7726090524,3.0,Tiny,False,False,True,other
For Sale 7 Bhk + 1 Villa In Mona Boucher,"Bosher, Muscat•",7.0,9.0,2.0,292075.0,71.906922,For Sale,dubizzle,4061.8481764523312,16.0,Tiny,False,True,False,house
للبيع أرض سكني تجاري بالخوير 17/2 أول خط شارع دوحة الأدب,"Al Khuwair, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
فيلا راقية جديدة بالمعبيلة الثامنة بجوار سوق السيارات والطريق السريع,"Al Maabilah, Muscat•",6.0,7.0,2.0,73000.0,31.679923,For Sale,dubizzle,2304.2985300185233,13.0,Tiny,False,False,True,other
6 BR + Maid's Room Luxurious Villa in Al Ansab – Excellent Location,"Ansab, Muscat•",6.0,5.0,2.0,265000.0,57.59986,For Sale,dubizzle,4600.705626715065,11.0,Tiny,False,True,False,house
AMERAT | MODERN 4 BEDROOM VILLA,"Al Amarat, Muscat•",4.0,5.0,2.0,102000.0,26.663161,For Sale,dubizzle,3825.5029101763294,9.0,Tiny,False,True,False,house
أرض للبيع سكنية بولاية بدية / الواصل بمساحة 96847 متر مربع,"Bidiya, Al Sharqiya•",3.0,3.0,2.0,20000.0,125.00098650000001,For Sale,dubizzle,159.9987372899653,6.0,Small,False,False,True,other
ارض للبيع قطعتين أراضي سكني تجاري والاخرى سكنية بولاية القابل,"Al Qabil, Al Sharqiya•",3.0,3.0,2.0,30000.0,55.184382,For Sale,dubizzle,543.6320732920412,6.0,Tiny,False,False,True,other
Marina View Furnished 2-Bedroom Apartment for Sale in Jebel Sifah,"Al Sifah, Muscat•",2.0,2.0,2.0,110000.0,14.399965,For Sale,dubizzle,7638.907455677844,4.0,Tiny,True,False,False,apartment
APARTMENT IN AL MOUJ للبيع في الموج,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,110000.0,9.940621,For Sale,dubizzle,11065.70706196323,3.0,Tiny,True,False,False,apartment
ADVS702**  A Modern And Well Designed 5 BHK Villa For Sale in Al Ansab,"Ansab, Muscat•",5.0,7.0,2.0,115000.0,31.58702,For Sale,dubizzle,3640.735973194053,12.0,Tiny,False,True,False,house
ارض سكنية كورنر في مرتفعات العامرات الثامنة,"Al Amarat, Muscat•",3.0,3.0,2.0,29000.0,27.8709,For Sale,dubizzle,1040.511788280967,6.0,Tiny,False,False,True,other
أرض سكنية في مرتفعات العامرات الثامنة,"Al Amarat, Muscat•",3.0,3.0,2.0,26000.0,27.8709,For Sale,dubizzle,932.8726377691428,6.0,Tiny,False,False,True,other
Sea Facing 4 br spacious stand alone villa in jebel sifah,"Al Sifah, Muscat•",4.0,5.0,2.0,292075.0,92.903,For Sale,dubizzle,3143.870488574104,9.0,Tiny,False,True,False,house
استراحة جديده للبيع بركاء ابو النخيل Rest house for sale in Barka Abu,"Barka, Al Batinah•",3.0,4.0,2.0,60000.0,55.834703,For Sale,dubizzle,1074.6005042777788,7.0,Tiny,False,True,False,house
توين فيلا للبيع في العامرات villa for sale in Alamrat,"Al Amarat, Muscat•",5.0,7.0,2.0,63000.0,31.58702,For Sale,dubizzle,1994.490141836742,12.0,Tiny,False,True,False,house
Apartment for Sale in North Al Mawaleh - شقة للبيع في الموالح,"Al Mawaleh, Muscat•",1.0,2.0,2.0,37000.0,8.36127,For Sale,dubizzle,4425.165076597216,3.0,Tiny,True,False,False,apartment
1 Bed Apartment For Sale In Almouj Muscat,"The Wave (Almouj), Muscat•",1.0,1.0,2.0,100000.0,8.36127,For Sale,dubizzle,11959.905612424907,2.0,Tiny,True,False,False,apartment
فلة رائعة في منطقة القرم للبيع بقيمة الأرض فقط! | Stunning Villa for S,"Qurum, Muscat•",7.0,8.0,2.0,140000.0,55.7418,For Sale,dubizzle,2511.5801786092306,15.0,Tiny,False,True,False,house
إعلان بيع فيلا راقية في  المعبيلة الجنوبية، المرحلة الثامنة,"Al Maabilah, Muscat•",4.0,4.0,2.0,77000.0,27.8709,For Sale,dubizzle,2762.7381964701535,8.0,Tiny,False,False,True,other
For Sale Free Hold Studios in Madinat Sultan Haythem Yenaier,"Sultan Haitham City, Muscat•",1.0,1.0,2.0,48957.0,6.596113,For Sale,dubizzle,7422.098438883628,2.0,Tiny,True,False,False,apartment
Stunning 2 BHK Sea View Apartment in Jebel Sifah for Sale!,"Barr Al Jissah, Muscat•",2.0,2.0,2.0,115000.0,13.00642,For Sale,dubizzle,8841.78736347127,4.0,Tiny,True,False,False,apartment
For Sale Freehold Studio and 1 Bhk In Opal Residence Muscat Hills,"Muscat Hills, Muscat•",1.0,2.0,2.0,45000.0,4.552247,For Sale,dubizzle,9885.228108228748,3.0,Tiny,True,False,False,apartment
2 Bedroom Apartment with Marina View,"The Wave (Almouj), Muscat•",2.0,3.0,2.0,225000.0,13.470935,For Sale,dubizzle,16702.62680355892,5.0,Tiny,True,False,False,apartment
3 Bedroom Villa for Sale in Muscat Bay,"Yiti, Muscat•",3.0,5.0,2.0,292075.0,33.166371,For Sale,dubizzle,8806.35991197228,8.0,Tiny,False,True,False,house
ارض صناعيه في ولاية بركاء,"Barka, Al Batinah•",3.0,3.0,2.0,292075.0,89.744298,For Sale,dubizzle,3254.524315294104,6.0,Tiny,False,False,True,other
BRAND NEW 2 BHK FOR SALE - GHALA !,"Ghala, Muscat•",2.0,3.0,2.0,55000.0,9.2903,For Sale,dubizzle,5920.153278150328,5.0,Tiny,False,False,True,other
Don’t Miss This Stunning Zunairah Villa for Sale!,"The Wave (Almouj), Muscat•",6.0,6.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,12.0,Small,False,True,False,house
مكاتب قيد الانشاء للبيع - الخوض| Off plan offices for sale,"Al Maabilah, Muscat•",3.0,3.0,2.0,25000.0,6.874822,For Sale,dubizzle,3636.457787561627,6.0,Tiny,False,False,True,other
"Three bedroom apartment, Marsa One, Al Mouj Muscat - SAMA039","The Wave (Almouj), Muscat•",3.0,3.0,2.0,292075.0,22.05610123,For Sale,dubizzle,13242.367585923526,6.0,Tiny,True,False,False,apartment
Villa for Sale near Sultan Qaboos university Al Khood,"Al Khoud, Muscat•",5.0,6.0,2.0,120000.0,36.696685,For Sale,dubizzle,3270.0501421313666,11.0,Tiny,False,True,False,house
3 BHK flat for sale in Al Khuwair (Jasmine Complex ),"Al Khuwair, Muscat•",3.0,3.0,2.0,95000.0,13.656741,For Sale,dubizzle,6956.271631716527,6.0,Tiny,True,False,False,apartment
1 Bedroom Apartment For Sale in Juman One Almouj.,"The Wave (Almouj), Muscat•",1.0,1.0,2.0,125000.0,7.618046,For Sale,dubizzle,16408.407090217097,2.0,Tiny,True,False,False,apartment
Villa For Sale,"Al Khoud, Muscat•",4.0,6.0,2.0,85000.0,26.291549,For Sale,dubizzle,3232.9780189063795,10.0,Tiny,False,True,False,house
"Three bedroom villa, Ghadeer Courtyard, Al Mouj - RAMA037","The Wave (Almouj), Muscat•",3.0,3.0,2.0,292075.0,16.350928,For Sale,dubizzle,17862.900503261957,6.0,Tiny,False,True,False,house
Marina View – 1BR in Azura Beach | OMR 106K,"The Wave (Almouj), Muscat•",1.0,1.0,2.0,106000.0,7.710949,For Sale,dubizzle,13746.686691871519,2.0,Tiny,False,False,True,other
Twin-villa for Sale in Bosher| REF 143TA,"Bosher, Muscat•",6.0,6.0,2.0,130000.0,27.8709,For Sale,dubizzle,4664.363188845714,12.0,Tiny,False,True,False,house
شقة| تملك حر | إقامة دائمة لجميع الجنسيات| استثمار مثالي وعائد مضمون,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,144900.0,17.372861,For Sale,dubizzle,8340.595138590012,3.0,Tiny,False,False,True,other
اوسع شقة فی مشروع جولف لینکس | اطلالة الملعب جولف و البحیرة | تقسیط,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,185000.0,15.514801,For Sale,dubizzle,11924.097511788903,4.0,Tiny,False,False,True,other
Apartment for Sale in Ghala Heights - شقة للبيع في مرتفعات غلا,"Ghala, Muscat•",1.0,2.0,2.0,38000.0,6.317404,For Sale,dubizzle,6015.128999190174,3.0,Tiny,True,False,False,apartment
أرض للبيع في المعبيلة,"Al Maabilah, Muscat•",3.0,3.0,2.0,65000.0,55.7418,For Sale,dubizzle,1166.0907972114285,6.0,Tiny,False,False,True,other
Oceana villa AIDA Sea and golf view independent villa,"Yiti, Muscat•",5.0,5.0,2.0,292075.0,35.488946,For Sale,dubizzle,8230.027457000273,10.0,Tiny,False,True,False,house
"""SR-MB- 52  Villa for Sale in Al Mawaleh","Al Mawaleh, Muscat•",6.0,5.0,2.0,160000.0,37.904424,For Sale,dubizzle,4221.143157326438,11.0,Tiny,False,True,False,house
فرصه سكني تجاري موقع ممتاز ع الشارع العامل,"Wadi Al Ma'awal, Al Batinah•",3.0,3.0,2.0,85000.0,41.80635,For Sale,dubizzle,2033.183954112234,6.0,Tiny,False,False,True,other
Villa for Sale in Muscat Hills - Luxurious,"Muscat Hills, Muscat•",4.0,5.0,2.0,292075.0,52.02568,For Sale,dubizzle,5614.054443882329,9.0,Tiny,False,True,False,house
FREE HOLD!! Brand New Fully Furnished 2BHK Front View in Muscat Hills,"Muscat Hills, Muscat•",2.0,3.0,2.0,88500.0,10.312232999999999,For Sale,dubizzle,8582.04037864544,5.0,Tiny,False,False,True,other
"Free Hold!! ""Own Your Apartment with A Sea View in AIDA, Yiti","Yiti, Muscat•",1.0,2.0,2.0,85000.0,125.00098650000001,For Sale,dubizzle,679.9946334823525,3.0,Small,True,False,False,apartment
Villa for Sale 3BR | Sea & Cliff View | Trump Cliff Villa | AIDA,"Yiti, Muscat•",3.0,3.0,2.0,292075.0,11.14836,For Sale,dubizzle,26198.920738117533,6.0,Tiny,False,True,False,house
3 BR Villa in Trump Hotel Yiti Freehold for All Nationality,"Yiti, Muscat•",3.0,3.0,2.0,292075.0,11.891584,For Sale,dubizzle,24561.48819198519,6.0,Tiny,False,True,False,house
فيلا راقية للبيع في مرتفعات الأنصب Luxury villa for sale in Ansab,"Ansab, Muscat•",7.0,9.0,2.0,225000.0,65.403712,For Sale,dubizzle,3440.171713801198,16.0,Tiny,False,True,False,house
فيلا بجودة بناء عالية للبيع في مرتفعات الأنصب,"Ansab, Muscat•",4.0,5.0,2.0,205000.0,37.1612,For Sale,dubizzle,5516.506463730988,9.0,Tiny,False,False,True,other
3شقة للبيع في الموج – بناية المرسى--Apartment for Sale in Al Mouj,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,145000.0,14.32657163,For Sale,dubizzle,10121.05364387167,4.0,Tiny,True,False,False,apartment
ولاية بركاء الهرم 8 الثامنة,"Barka, Al Batinah•",3.0,3.0,2.0,22000.0,56.485024,For Sale,dubizzle,389.4837682993637,6.0,Tiny,False,False,True,other
للبيع شقة راقية في بناية دار المها دارسيت،For Sale:Luxurious Apartment,"Darsait, Muscat•",2.0,2.0,2.0,29000.0,8.36127,For Sale,dubizzle,3468.3726276032235,4.0,Tiny,True,False,False,apartment
شقه جديده للبيع في القرم سيح المالح 4 دقائق من PDO,"Qurum, Muscat•",3.0,3.0,2.0,56000.0,10.033524,For Sale,dubizzle,5581.28928579829,6.0,Tiny,False,False,True,other
luxury flat in accacia with street view,"The Wave (Almouj), Muscat•",1.0,1.0,2.0,94000.0,8.36127,For Sale,dubizzle,11242.311275679413,2.0,Tiny,True,False,False,apartment
Villa for sale in Muscat Hills- Rose Village,"Muscat Hills, Muscat•",4.0,4.0,2.0,205000.0,25.08381,For Sale,dubizzle,8172.602168490353,8.0,Tiny,False,True,False,house
SR-AB- 62 FREEHOLD!! Secure your ideal Studio,"Yiti, Muscat•",1.0,2.0,2.0,85000.0,7.43224,For Sale,dubizzle,11436.659741881316,3.0,Tiny,True,False,False,apartment
"Branded Residence, 4-Bedroom with Sea View","Muscat - Other, Muscat•",4.0,6.0,2.0,292075.0,39.390872,For Sale,dubizzle,7414.788888146471,10.0,Tiny,False,False,True,other
Luxury Waterfront Living  at The Residence at St. Regis Al Mouj,"Muscat - Other, Muscat•",3.0,4.0,2.0,292075.0,24.340586,For Sale,dubizzle,11999.505681580551,7.0,Tiny,False,False,True,other
ارض سكني تجاري,"Barka, Al Batinah•",3.0,3.0,2.0,56000.0,55.7418,For Sale,dubizzle,1004.6320714436922,6.0,Tiny,False,False,True,other
BRAND NEW !!! BOOK YOUR EXCLUSIVE UNIT NOW !!,"Bosher, Muscat•",1.0,2.0,2.0,30000.0,5.62248956,For Sale,dubizzle,5335.714665159823,3.0,Tiny,False,False,True,other
5 Bedrooms Villa for Sale in Oman,"Al Buraimi, Al Buraimi•",5.0,5.0,2.0,1200.0,125.00098650000001,For Sale,dubizzle,9.599924237397918,10.0,Small,False,True,False,house
أرض للبيع في ولاية السيب منطقة سور آل حديد,"Al Seeb, Muscat•",3.0,3.0,2.0,50000.0,55.7418,For Sale,dubizzle,896.9929209318681,6.0,Tiny,False,False,True,other
"4 Bedrooms Villa For Sale in Hamra, Al Dakhiliya","Hamra, Al Dakhiliya•",4.0,4.0,2.0,1000.0,92.903,For Sale,dubizzle,10.763915051182416,8.0,Tiny,False,True,False,house
"امتلك شقتك الآن في مشروع دار بوشر الراقي, شقة أمامية بإطلالة مميزة","Bosher, Muscat•",3.0,4.0,2.0,53500.0,10.683845,For Sale,dubizzle,5007.56048033269,7.0,Tiny,False,False,True,other
5 Bedrooms Villa For Sale in Omani City,"Qantab, Muscat•",5.0,5.0,2.0,1500.0,125.00098650000001,For Sale,dubizzle,11.999905296747396,10.0,Small,False,True,False,house
"5 Bedrooms Apartment For Sale in Al Sifah, Muscat","Al Sifah, Muscat•",5.0,5.0,2.0,1000.0,92.903,For Sale,dubizzle,10.763915051182416,10.0,Tiny,True,False,False,apartment
أرض سكنية للبيع في العامرات – مدينة النهضة، مربع 18*,"Al Amarat, Muscat•",3.0,3.0,2.0,11500.0,55.7418,For Sale,dubizzle,206.30837181432966,6.0,Tiny,False,False,True,other
ارض في مرتفعات العامرات التاسعة قريبة من الشارع القار- المالك,"Al Amarat, Muscat•",3.0,3.0,2.0,19500.0,55.7418,For Sale,dubizzle,349.82723916342854,6.0,Tiny,False,False,True,other
"5 Bedrooms Villa For Sale in Al Sifah, Muscat","Al Sifah, Muscat•",5.0,5.0,2.0,1500.0,92.903,For Sale,dubizzle,16.145872576773623,10.0,Tiny,False,True,False,house
ارضين شبك في صحم ام الجعاريف بالقرب من الشارع وسط البيوت مع الخدمات,"Saham, Al Batinah•",3.0,3.0,2.0,11400.0,111.4836,For Sale,dubizzle,102.25719298623295,6.0,Small,False,False,True,other
بوشر فلج الشام على شارع قار مقابل مسجد الاصلاح مستويه تماما 300 متر,"Ansab, Muscat•",3.0,3.0,2.0,45000.0,27.8709,For Sale,dubizzle,1614.5872576773625,6.0,Tiny,False,False,True,other
السيب سور ال حديد مساحه كبيره وسط بيوت قائمه ع شارع قار المالك,"Al Seeb, Muscat•",3.0,3.0,2.0,58000.0,74.3224,For Sale,dubizzle,780.3838412107251,6.0,Tiny,False,False,True,other
آرضيين شبك في ردة البوسعيد مخطط حي النور العصري  ( صروح ),"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,47000.0,110.368764,For Sale,dubizzle,425.84512407876565,6.0,Small,False,False,True,other
العامرات مدينة النهضة مربع 17 كورنر وتبعد عن الشارع 100 متر- المالك,"Al Amarat, Muscat•",3.0,3.0,2.0,9900.0,57.321151,For Sale,dubizzle,172.7111167045477,6.0,Tiny,False,False,True,other
العامرات مدينة النهضة مربع 17 كورنر ثاني خط من الشارع- المالك,"Al Amarat, Muscat•",3.0,3.0,2.0,11800.0,57.321151,For Sale,dubizzle,205.85769465794573,6.0,Tiny,False,False,True,other
"Studio hawana salalah for sale is still new and priced at 43,000 RIAL","Taqah, Dhofar•",1.0,1.0,2.0,43000.0,3.530314,For Sale,dubizzle,12180.219663180102,2.0,Tiny,True,False,False,apartment
أرض سكنية للبيع في العامرات – مدينة النهضة (مربع 12),"Al Amarat, Muscat•",3.0,3.0,2.0,18000.0,55.7418,For Sale,dubizzle,322.9174515354725,6.0,Tiny,False,False,True,other
ارض في مربع 15 ع شارع قار قائم في موقع مميز,"Al Amarat, Muscat•",3.0,3.0,2.0,11000.0,55.7418,For Sale,dubizzle,197.33844260501098,6.0,Tiny,False,False,True,other
ملاصقة لمرتفعات 8/1 مرتفعات العامرات التاسعة ، تبعد 15 دقيقة من بوشر,"Al Amarat, Muscat•",3.0,3.0,2.0,32500.0,55.7418,For Sale,dubizzle,583.0453986057142,6.0,Tiny,False,False,True,other
شقة مفروشة في جراند مول الخوير,"Al Khuwair, Muscat•",2.0,3.0,2.0,79900.0,12.820613999999999,For Sale,dubizzle,6232.150815865762,5.0,Tiny,False,False,True,other
صالون وبوتيك مندمجين- للبيع,"Bahla, Al Dakhiliya•",3.0,3.0,2.0,11500.0,18.5806,For Sale,dubizzle,618.925115442989,6.0,Tiny,False,False,True,other
مربع 18 بمدينة النهضة وثاني خط من الشارع القار الرئيسي,"Al Amarat, Muscat•",3.0,3.0,2.0,12500.0,55.7418,For Sale,dubizzle,224.24823023296702,6.0,Tiny,False,False,True,other
ثاني قطعة من الشارع الرئيسي لمربع 18,"Al Amarat, Muscat•",3.0,3.0,2.0,12000.0,55.7418,For Sale,dubizzle,215.27830102364834,6.0,Tiny,False,False,True,other
(Direct from Owner) Brand New Creative Villa A for sale in AZIBA,"Azaiba, Muscat•",6.0,8.0,2.0,165000.0,37.1612,For Sale,dubizzle,4440.114958612747,14.0,Tiny,False,True,False,house
Flat Apartment 136sm Ground Floor Maabelah South,"Al Maabilah, Muscat•",2.0,3.0,2.0,37000.0,12.634808,For Sale,dubizzle,2928.418065395216,5.0,Tiny,True,False,False,apartment
للبيع الخط الاول ع الطريق البحري مساحة 3000 م2 موقع ممييز (السعر قابل,"Suwaiq, Al Batinah•",3.0,3.0,2.0,48000.0,125.00098650000001,For Sale,dubizzle,383.9969694959167,6.0,Small,False,False,True,other
** شقة فاخرة للبيع في المعبيلة الجنوبية - فرصة العمر!**,"Al Maabilah, Muscat•",2.0,2.0,2.0,28500.0,9.476106,For Sale,dubizzle,3007.564499595087,4.0,Tiny,False,False,True,other
